(Übergeordnete) ASIN,(Untergeordnete) ASIN,Titel,SKU,Sitzungen – Summe,Sitzungen – Summe – B2B,Prozentwert an Sitzungen – Summe,Prozentsatz Sitzung – Summe – B2B,Seitenaufrufe – Summe,Seitenaufrufe – Summe – B2B,Prozentsatz Seitenaufrufe – Summe,Prozentsatz Seitenaufrufe – Summe – B2B,Hervorgehobenes Angebot ("In-den-Einkaufswagen") – Prozentsatz,Hervorgehobenes Angebot (Einkaufswagen-Feld) Prozentwert – B2B,Bestellte Einheiten,Bestellte Einheiten – B2B,Prozentsatz an Einheiten pro Sitzung,Prozentsatz an Einheiten pro Sitzung – B2B,Durch bestellte Produkte erzielter Umsatz,Bestellsumme – B2B,Zahl der Bestellposten,Zahl der Bestellposten – B2B
B01N197E3T,B01NC2W7X0,"Schnellsteckverbinder Schlauchklemmleiste, 6-fach für 10 mm Schlauch, blau",KK 106,28,2,0.04%,0.04%,39,5,0.04%,0.07%,89.66%,33.33%,2,0,7.14%,0.00%,"5,90 €","0,00 €",1,0
B08PC492F6,B06W2GM86L,"Aufschraub-T -Stück - Steckverbinder - Pneumatikverbinder - Push In (G 1/8"" x 4mm)",IQSTFF 184,20,1,0.03%,0.02%,30,1,0.03%,0.01%,85.71%,0.00%,2,0,10.00%,0.00%,"6,48 €","0,00 €",1,0
B08LGRFGXR,B06W56BZNS,Drosselrückschlagventil mit Steckanschluss - Schnellsteckverbinder - PUSH IN (3mm),IQSDRV 3,4,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,6,0,150.00%,0.00%,"41,70 €","0,00 €",1,0
B08PC66MMV,B06W56Z5W8,Winkel-Steckanschluss - zylindrisch - Schnellsteckverbinder - PUSH IN (M5 x 6mm),IQSLV M56,13,5,0.02%,0.10%,21,9,0.02%,0.13%,36.84%,50.00%,6,6,46.15%,120.00%,"9,60 €","9,60 €",1,1
B08PC66MMV,B06W9KWHXH,"Winkel-Steckanschluss - zylindrisch - Schnellsteckverbinder - PUSH IN (G 3/8"" x 10mm)",IQSLV 3810 G,4,1,0.01%,0.02%,5,1,0.01%,0.01%,100.00%,0.00%,5,5,125.00%,500.00%,"17,75 €","17,75 €",1,1
B08LGRFGXR,B06WD4QH6G,Drosselrückschlagventil mit Steckanschluss - Schnellsteckverbinder - PUSH IN (12mm),IQSDRV 12,9,0,0.01%,0.00%,14,0,0.02%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,"18,60 €","0,00 €",1,0
B08PC66MMV,B06WGRCTDY,"Winkel-Steckanschluss - zylindrisch - Schnellsteckverbinder - PUSH IN (G 1/4"" x 10mm)",IQSLV 1410 G,4,1,0.01%,0.02%,5,2,0.01%,0.03%,100.00%,100.00%,5,5,125.00%,500.00%,"19,75 €","19,75 €",1,1
B06X15HJHJ,B06WLGRVHH,"1 Stück Pneumatik Einschraub-T-Stück - zylindrisch - Schnellsteckverbinder - Push In (G 1/8"" x 4mm)",IQST 184 G,9,1,0.01%,0.02%,12,3,0.01%,0.04%,80.00%,100.00%,1,1,11.11%,100.00%,"1,95 €","1,95 €",1,1
B06X15HJHJ,B06WP21F79,"1 Stück Pneumatik Einschraub-T-Stück - zylindrisch - Schnellsteckverbinder - Push In (G 1/8"" x 8mm)",IQST 188 G,6,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,4,0,66.67%,0.00%,"9,60 €","0,00 €",1,0
B08PC66MMV,B06WVD6GLS,"Winkel-Steckanschluss - zylindrisch - Schnellsteckverbinder - PUSH IN (G 1/4"" x 6mm)",IQSLV 146 G,16,3,0.02%,0.06%,27,7,0.03%,0.10%,90.91%,100.00%,1,0,6.25%,0.00%,"2,40 €","0,00 €",1,0
B08PC66MMV,B06X1BJZ1H,"Winkel-Steckanschluss - konisch - Schnellsteckverbinder - PUSH IN (R 1/4"" x 8mm)",IQSLV 148,9,1,0.01%,0.02%,12,1,0.01%,0.01%,91.67%,100.00%,1,0,11.11%,0.00%,"4,40 €","0,00 €",1,0
B06X15HJHJ,B06X3QG7GH,"1 Stück Pneumatik Einschraub-T-Stück - zylindrisch - Schnellsteckverbinder - Push In (G 3/8"" x 8mm)",IQST 388 G,5,1,0.01%,0.02%,8,4,0.01%,0.06%,100.00%,100.00%,5,5,100.00%,500.00%,"14,95 €","14,95 €",1,1
B06X15HJHJ,B06X3QXCQW,"1 Stück Pneumatik Einschraub-T-Stück - zylindrisch - Schnellsteckverbinder - Push In (G 1/2"" x 10mm)",IQST 1210 G,3,0,0.00%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"5,20 €","0,00 €",1,0
B06X3R67GB,B06X3R7FQH,"Einschraub-T-Stück - konisch - Schnellsteckverbinder - Push In (R 3/8"" x 6mm)",IQST 386,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,"2,85 €","0,00 €",1,0
B08NK44WPG,B074T2FZGY,Pneumatik Verteiler 3-Fach - Push In Steckverbinder - (10mm Schlauchanschluss),162.010,11,0,0.02%,0.00%,14,0,0.02%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,"7,49 €","0,00 €",1,0
B074V6NN6P,B074V5ZJXC,Schlauchverbindungsrohr aus Kunststoff - POM 8 mm,SVR-8,1,1,0.00%,0.02%,1,1,0.00%,0.01%,0.00%,0.00%,1,1,100.00%,100.00%,"1,05 €","1,05 €",1,1
B074V6NN6P,B074V6BYDR,Schlauchverbindungsrohr aus Kunststoff - POM 10 mm,SVR-10,20,0,0.03%,0.00%,24,0,0.03%,0.00%,86.96%,0.00%,2,0,10.00%,0.00%,"3,00 €","0,00 €",1,0
B074V6NN6P,B074V6LB1Y,Schlauchverbindungsrohr aus Kunststoff - POM 25 mm,SVR-25 K,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,"3,99 €","0,00 €",1,0
B074V6NN6P,B074V79LX1,Schlauchverbindungsrohr aus Kunststoff - POM 9 mm,SVR-9,7,1,0.01%,0.02%,8,1,0.01%,0.01%,100.00%,100.00%,5,0,71.43%,0.00%,"5,25 €","0,00 €",1,0
B075V74Y8L,B075V74Y8L,"REHAU RAUCLAIR-E lebensmittelechter PVC-Schlauch, Wasserschlauch, Luftschlauch| METERWARE (24. Innen-Außen: 19mm - 26mm)",PVC 1926-1,59,5,0.09%,0.10%,69,6,0.07%,0.09%,14.71%,0.00%,2,0,3.39%,0.00%,"17,38 €","0,00 €",1,0
B075YZ8YK1,B075YZ8YK1,"REHAU RAUCLAIR-E lebensmittelechter PVC-Schlauch, Wasserschlauch, Luftschlauch| METERWARE (20. Innen-Außen: 13mm - 19mm)",PVC 1319-1,73,2,0.11%,0.04%,107,3,0.12%,0.04%,72.92%,66.67%,2,0,2.74%,0.00%,"11,38 €","0,00 €",1,0
B075YZHN16,B075YZHN16,"REHAU RAUCLAIR-E lebensmittelechter PVC-Schlauch, Wasserschlauch, Luftschlauch| METERWARE (12. Innen-Außen: 7mm - 11mm)",PVC 711,16,0,0.02%,0.00%,18,0,0.02%,0.00%,22.22%,0.00%,1,0,6.25%,0.00%,"4,29 €","0,00 €",1,0
B075Z35149,B075Z35149,"REHAU RAUCLAIR-E lebensmittelechter PVC-Schlauch, Wasserschlauch, Luftschlauch| METERWARE (5. Innen-Außen: 4mm - 7mm)",PVC 47-1,21,1,0.03%,0.02%,28,1,0.03%,0.01%,42.31%,0.00%,7,0,33.33%,0.00%,"28,70 €","0,00 €",1,0
B08M3YW5CC,B075ZNK1P9,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 6x9mm - Meterware,SILI_69-1,8,1,0.01%,0.02%,8,1,0.01%,0.01%,85.71%,0.00%,2,0,25.00%,0.00%,"8,20 €","0,00 €",1,0
B08M3YW5CC,B075ZNLBDP,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 8x11mm - Meterware,SILI_811-1,4,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,"5,22 €","0,00 €",1,0
B08M3YW5CC,B075ZNQ8ZJ,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 4x7mm - Meterware,SILI_47-1,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,"5,12 €","0,00 €",1,0
B08M3YW5CC,B075ZP866T,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 5x8mm - Meterware,SILI_58-1,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,2,0,0.00%,0.00%,"8,48 €","0,00 €",1,0
B08M3YW5CC,B075ZPBCC3,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 5x6mm - Meterware,SILI_56-1,1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,"2,28 €","0,00 €",1,0
B08M3YW5CC,B075ZPD4WV,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 3x5mm - Meterware,SILI_35-1,11,0,0.02%,0.00%,16,0,0.02%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,"2,56 €","0,00 €",1,0
B08M3YW5CC,B075ZPD6RK,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 7x11mm - Meterware,SILI_711-1,4,0,0.01%,0.00%,5,0,0.01%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,"12,54 €","0,00 €",1,0
B08M3YW5CC,B075ZPN7RV,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 5x7mm - Meterware,SILI_57-1,4,0,0.01%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,"3,12 €","0,00 €",1,0
B08M3YW5CC,B075ZQ64QR,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 8x12mm - Meterware,SILI_812-1,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,2,0,200.00%,0.00%,"13,52 €","0,00 €",1,0
B076DPVQYG,B076F1ZZ1Q,"Polyurethan Druckluft Schlauch PU Pneumatikschlauch, 8/5mm Außen-/Innen-Ø, 50 m Rolle, Farbe: blau",PUN 8X5 BLAU,5,2,0.01%,0.04%,8,4,0.01%,0.06%,100.00%,100.00%,1,1,20.00%,50.00%,"38,99 €","38,99 €",1,1
B077ZVRW9S,B077ZVRQP1,"Gerade Schlauch-Verschraubung, Messing vernckelt, G 3/8"" x 8/6mm",CK 386_MSV,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,4,0,133.33%,0.00%,"8,76 €","0,00 €",1,0
B08L7R81G6,B077ZZBJ39,"Gerade Verschraubungen mit konischem Gewinde, R 1/4"" x 6/4mm, Messing vernickelt",CK 144 K MSV,21,0,0.03%,0.00%,31,0,0.03%,0.00%,85.00%,0.00%,4,0,19.05%,0.00%,"6,00 €","0,00 €",1,0
B077ZVRW9S,B078114M4K,"Gerade Schlauch-Verschraubung, Messing vernckelt, G 1/2"" x 8/6mm",CK 126_MSV,4,0,0.01%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,"6,70 €","0,00 €",1,0
B077ZVRW9S,B0781199RH,"Gerade Schlauch-Verschraubung, Kunststoff, G 1/4"" x 6/4mm",CK 144_K,13,1,0.02%,0.02%,22,1,0.02%,0.01%,100.00%,0.00%,3,0,23.08%,0.00%,"2,25 €","0,00 €",1,0
B077ZVRW9S,B07811BC5F,"Gerade Schlauch-Verschraubung, Kunststoff, G 1/8"" x 8/6mm",CK 186_K,7,1,0.01%,0.02%,11,1,0.01%,0.01%,100.00%,0.00%,6,0,85.71%,0.00%,"4,50 €","0,00 €",1,0
B077ZVRW9S,B07811CHSC,"Gerade Schlauch-Verschraubung, Messing vernckelt, G 1/8"" x 10/8mm",CK 188_MSV,7,3,0.01%,0.06%,9,5,0.01%,0.07%,100.00%,100.00%,50,50,714.29%,"1,666.67%","95,00 €","95,00 €",1,1
B077ZVRW9S,B07813H8B9,"Gerade Schlauch-Verschraubung, Messing vernckelt, G 1/8"" x 8/6mm",CK 186_MSV,7,1,0.01%,0.02%,9,1,0.01%,0.01%,100.00%,0.00%,10,0,142.86%,0.00%,"14,50 €","0,00 €",1,0
B08L7R81G6,B07814J8ZL,"Gerade Verschraubungen mit konischem Gewinde, R 1/2"" x 10/8mm, Messing vernickelt",CK 128 K MSV,5,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"3,00 €","0,00 €",1,0
B08L7R81G6,B07815DHWP,"Gerade Verschraubungen mit konischem Gewinde, R 1/2"" x 12/10mm, Messing vernickelt",CK 1210 K MSV,4,0,0.01%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,"3,25 €","0,00 €",1,0
B08L7R81G6,B07816BZN1,"Gerade Verschraubungen mit konischem Gewinde, R 3/8"" x 6/4mm, Messing vernickelt",CK 384 K MSV,7,0,0.01%,0.00%,10,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,"1,99 €","0,00 €",1,0
B077ZVRW9S,B0785W6VYP,"Gerade Schlauch-Verschraubung, Kunststoff, G 1/4"" x 10/8mm",CK 148_K,5,0,0.01%,0.00%,14,0,0.02%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,"2,50 €","0,00 €",1,0
B08L7R81G6,B0785WTVPP,"Gerade Verschraubungen mit konischem Gewinde, R 1/4"" x 10/8mm, Messing vernickelt",CK 148 K MSV,4,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,"1,85 €","0,00 €",1,0
B0788LGSF3,B0788MKMRG,"SiKoS Hochwertiger Flexibler Silikonschlauch in Lebensmittelqualität - 7x11mm, Meterware",SILI_711_1,30,2,0.04%,0.04%,39,3,0.04%,0.04%,86.67%,100.00%,2,0,6.67%,0.00%,"12,54 €","0,00 €",1,0
B0788LGSF3,B0788MV9GX,"SiKoS Hochwertiger Flexibler Silikonschlauch in Lebensmittelqualität - 25x33mm, 0,5 Meter, 50cm","SILI_2533_0,5",44,0,0.07%,0.00%,46,0,0.05%,0.00%,86.36%,0.00%,1,0,2.27%,0.00%,"25,89 €","0,00 €",1,0
B0788LGSF3,B0788NB1ZR,"SiKoS Hochwertiger Flexibler Silikonschlauch in Lebensmittelqualität - 6x12mm, Meterware",SILI_612_1,21,3,0.03%,0.06%,28,3,0.03%,0.04%,100.00%,100.00%,2,0,9.52%,0.00%,"18,76 €","0,00 €",1,0
B08KH7L7QS,B08GPBG67C,"Pneumatik Polyurethan PUN Schlauch, 5 Meter, 6x4mm (Außen/Innen), Schwarz, Flexibeler Druckluftschlauch für Luft Wasser Treibstoff Öl",TU 0604 B-5,13,1,0.02%,0.02%,26,1,0.03%,0.01%,85.71%,0.00%,1,0,7.69%,0.00%,"7,39 €","0,00 €",1,0
B08KH7L7QS,B08GPMB343,"Pneumatik Polyurethan PUN Schlauch, 5 Meter, 6x4mm (Außen/Innen), transparent (klar), Flexibeler Druckluftschlauch für Luft Wasser Treibstoff Öl",TU 0604 C-5,7,1,0.01%,0.02%,9,1,0.01%,0.01%,100.00%,100.00%,1,1,14.29%,100.00%,"7,19 €","7,19 €",1,1
B08KH7L7QS,B08H5L2H9S,"Pneumatik Polyurethan PUN Schlauch, 5 Meter, 8x5mm (Außen/Innen), Schwarz, Flexibeler Druckluftschlauch für Luft Wasser Treibstoff Öl",TU 0805 B-5,16,1,0.02%,0.02%,24,1,0.03%,0.01%,100.00%,100.00%,1,0,6.25%,0.00%,"9,75 €","0,00 €",1,0
B08KH7L7QS,B08H5LXLPM,"Pneumatik Polyurethan PUN Schlauch, 5 Meter, 8x5mm (Außen/Innen), transparent (klar), Flexibeler Druckluftschlauch für Luft Wasser Treibstoff Öl",TU 0805 C-5,8,2,0.01%,0.04%,14,3,0.02%,0.04%,85.71%,100.00%,1,0,12.50%,0.00%,"9,75 €","0,00 €",1,0
B08KQ9K3GS,B08KJFHYSV,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - 1/2"" x 16mm - 1 Stück",GT 1216 MS,11,0,0.02%,0.00%,16,0,0.02%,0.00%,92.31%,0.00%,5,5,45.45%,0.00%,"26,50 €","26,50 €",1,1
B08L534LZC,B08KTLRMZC,100m Polyethylenschlauch - 8/6mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: schwarz,PL 8X6 SCHWARZ-100,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"51,97 €","0,00 €",1,0
B08M68ZQSN,B08KY9LML1,Kupplungsstecker mit Schlauchanschluss 10x8mm (mit Überwurfmutter),KSK 8 NW7,44,7,0.07%,0.14%,51,7,0.06%,0.10%,97.62%,80.00%,1,1,2.27%,14.29%,"6,30 €","6,30 €",1,1
B08M68ZQSN,B08KY9PLJJ,Kupplungsstecker mit Schlauchanschluss 8x6mm (mit Überwurfmutter + Knickschutz),KSK KS 6 NW7,21,2,0.03%,0.04%,26,2,0.03%,0.03%,90.48%,50.00%,1,1,4.76%,50.00%,"8,29 €","8,29 €",1,1
B08M68ZQSN,B08KYC52YC,Kupplungsstecker mit Schlauchanschluss 10x8mm (mit Überwurfmutter + Knickschutz),KSK KS 8 NW7,16,1,0.02%,0.02%,17,1,0.02%,0.01%,80.00%,0.00%,1,0,6.25%,0.00%,"9,85 €","0,00 €",1,0
B08LZMYBJJ,B08LZGDV5T,25m Polyethylenschlauch - 6/4mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: blau,PL 6X4 BLAU- 25,140,25,0.21%,0.50%,184,35,0.20%,0.50%,100.00%,100.00%,1,1,0.71%,4.00%,"14,99 €","14,99 €",1,1
B08LZMYBJJ,B08LZGHHXZ,25m Polyethylenschlauch - 10/8mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: rot,PL 10X8 ROT- 25,30,2,0.04%,0.04%,47,3,0.05%,0.04%,62.07%,50.00%,1,0,3.33%,0.00%,"19,99 €","0,00 €",1,0
B08LZMYBJJ,B08LZHBJY7,25m Polyethylenschlauch - 8/6mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: blau,PL 8X6 BLAU- 25,286,48,0.43%,0.96%,409,75,0.44%,1.07%,100.00%,100.00%,1,0,0.35%,0.00%,"17,99 €","0,00 €",1,0
B08LZMYBJJ,B08LZHFQLT,25m Polyethylenschlauch - 10/8mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: natur (milchig),PL 10X8 NATUR- 25,42,5,0.06%,0.10%,50,6,0.05%,0.09%,86.49%,100.00%,1,1,2.38%,20.00%,"19,99 €","19,99 €",1,1
B08LZMYBJJ,B08LZHWSTG,25m Polyethylenschlauch - 10/8mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: gelb,PL 10X8 GELB- 25,30,2,0.04%,0.04%,41,2,0.04%,0.03%,93.10%,100.00%,1,0,3.33%,0.00%,"19,99 €","0,00 €",1,0
B08LZMYBJJ,B08LZJ749V,25m Polyethylenschlauch - 5/3mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: schwarz,PL 5X3 SCHWARZ- 25,17,3,0.03%,0.06%,26,3,0.03%,0.04%,95.65%,100.00%,1,1,5.88%,33.33%,"15,99 €","15,99 €",1,1
B08LZR4HHF,B08LZPBGZ7,50m Polyethylenschlauch - 12/9mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: blau,PL 12X9 BLAU- 50,12,1,0.02%,0.02%,14,2,0.02%,0.03%,63.64%,100.00%,1,1,8.33%,100.00%,"70,00 €","70,00 €",1,1
B08LZR4HHF,B08LZQ6T5M,50m Polyethylenschlauch - 4/2mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: blau,PL 4X2 BLAU- 50,7,2,0.01%,0.04%,11,6,0.01%,0.09%,83.33%,100.00%,1,1,14.29%,50.00%,"19,99 €","19,99 €",1,1
B08LZR4HHF,B08LZQ93VH,50m Polyethylenschlauch - 4/2mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: gelb,PL 4X2 GELB- 50,6,2,0.01%,0.04%,7,3,0.01%,0.04%,66.67%,100.00%,1,1,16.67%,50.00%,"19,99 €","19,99 €",1,1
B08LZR4HHF,B08LZQMF47,50m Polyethylenschlauch - 12/9mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: natur (milchig),PL 12X9 NATUR- 50,3,1,0.00%,0.02%,7,3,0.01%,0.04%,75.00%,100.00%,1,1,33.33%,100.00%,"70,00 €","70,00 €",1,1
B08LZR4HHF,B08LZQRQPW,50m Polyethylenschlauch - 4/2mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: rot,PL 4X2 ROT- 50,1,1,0.00%,0.02%,1,1,0.00%,0.01%,0.00%,0.00%,1,1,100.00%,100.00%,"19,99 €","19,99 €",1,1
B08LZR4HHF,B08LZR11GT,50m Polyethylenschlauch - 4/2mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: natur (milchig),PL 4X2 NATUR- 50,26,7,0.04%,0.14%,33,9,0.04%,0.13%,72.00%,100.00%,1,1,3.85%,14.29%,"19,99 €","19,99 €",1,1
B08LZR4HHF,B08LZRP9KL,50m Polyethylenschlauch - 5/3mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: gelb,PL 5X3 GELB- 50,4,1,0.01%,0.02%,5,2,0.01%,0.03%,75.00%,100.00%,1,1,25.00%,100.00%,"19,99 €","19,99 €",1,1
B08LZR4HHF,B08LZS78SD,50m Polyethylenschlauch - 6/4mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: rot,PL 6X4 ROT- 50,12,2,0.02%,0.04%,13,3,0.01%,0.04%,57.14%,100.00%,1,1,8.33%,50.00%,"22,90 €","22,90 €",1,1
B08LZR4HHF,B08LZSNSRP,50m Polyethylenschlauch - 5/3mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: natur (milchig),PL 5X3 NATUR- 50,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,"19,99 €","0,00 €",1,0
B08LZR4HHF,B08M9VZWL4,50m Polyethylenschlauch - 6/4mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: orange,PL 6X4 ORANGE- 50,10,1,0.01%,0.02%,12,3,0.01%,0.04%,77.78%,100.00%,1,1,10.00%,100.00%,"21,90 €","21,90 €",1,1
B08ML265J4,B08MPM2HPC,"Pneumatik LE-Steckverbinder - konisch - PUSH IN Fitting für Luft und Wasser (R 3/8"" x 14mm)",IQSTL  3814,2,2,0.00%,0.04%,3,3,0.00%,0.04%,100.00%,100.00%,4,4,200.00%,200.00%,"34,00 €","34,00 €",1,1
B08ML265J4,B08MPZRV77,"Pneumatik LE-Steckverbinder - zylindrisch - PUSH IN Fitting für Luft und Wasser (G 3/8"" x 14mm)",IQSTL 3814 -G,2,1,0.00%,0.02%,5,4,0.01%,0.06%,100.00%,100.00%,3,3,150.00%,300.00%,"28,80 €","28,80 €",1,1
B08ML265J4,B08MQ6H94D,"Pneumatik LE-Steckverbinder - zylindrisch - PUSH IN Fitting für Luft und Wasser (G 1/8"" x 6mm)",IQSTL 186 -G,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,1,0.00%,0.00%,"2,00 €","2,00 €",1,1
B08ML265J4,B08MQMCQ3G,"Pneumatik LE-Steckverbinder - zylindrisch - PUSH IN Fitting für Luft und Wasser (G 1/4"" x 6mm)",IQSTL 146 -G,6,2,0.01%,0.04%,8,2,0.01%,0.03%,85.71%,100.00%,1,0,16.67%,0.00%,"2,30 €","0,00 €",1,0
B08NCLS4V9,B08NDVJZ9D,Polyamid-Schlauch (PA) - Pneumatik Schlauch - Druckluftschlauch - 25m-Rolle - natur (milchig) - 6x4mm (innen/außen),PA 6X4 NATUR - 25,5,1,0.01%,0.02%,5,1,0.01%,0.01%,100.00%,100.00%,1,1,20.00%,100.00%,"32,86 €","32,86 €",1,1
B08NCLS4V9,B08NDVQ7Y6,"Polyamid-Schlauch (PA) - Pneumatik Schlauch - Druckluftschlauch - 25m-Rolle - blau - 3x1,7mm (innen/außen)","PA 3X1,7 BLAU - 25",3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"15,50 €","0,00 €",1,0
B08NCLS4V9,B08NDWFKR3,Polyamid-Schlauch (PA) - Pneumatik Schlauch - Druckluftschlauch - 25m-Rolle - natur (milchig) - 4x2mm (innen/außen),PA 4X2 NATUR - 25,7,2,0.01%,0.04%,9,3,0.01%,0.04%,100.00%,100.00%,1,0,14.29%,0.00%,"25,30 €","0,00 €",1,0
B08NK89YQ3,B08NK75VNF,Pneumatik T-Verbinder mit Stecknippel - Steckverbinder - PUSH IN (10mm),IQST  100H,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,"3,27 €","0,00 €",1,0
B08KJG3ZVP,B08P3C83LS,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 1/2"" x 16mm)",IQSG 1216--5,9,3,0.01%,0.06%,11,3,0.01%,0.04%,87.50%,100.00%,1,0,11.11%,0.00%,"26,99 €","0,00 €",1,0
B08KJG3ZVP,B08P3CWS4L,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 1/2"" x 14mm)",IQSG 1214--5,5,2,0.01%,0.04%,5,2,0.01%,0.03%,100.00%,100.00%,1,0,20.00%,0.00%,"29,99 €","0,00 €",1,0
B08KJG3ZVP,B08P3D4MNK,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 1/4"" x 4mm)",IQSG 144--5,15,1,0.02%,0.02%,17,1,0.02%,0.01%,87.50%,0.00%,1,0,6.67%,0.00%,"5,75 €","0,00 €",1,0
B08KJG3ZVP,B08P3DCBVJ,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 3/8"" x 14mm)",IQSG 3814--5,2,1,0.00%,0.02%,4,2,0.00%,0.03%,100.00%,100.00%,2,2,100.00%,200.00%,"57,50 €","57,50 €",1,1
B08P3JHQ8Z,B08P3K8FN2,Absperrhahn mit 10mm Steckanschuss - Steckverbinder - Pneumatikverbinder - PUSH IN,KHST 100,54,8,0.08%,0.16%,75,12,0.08%,0.17%,91.11%,100.00%,4,4,7.41%,50.00%,"39,92 €","39,92 €",1,1
B08P3NP5LD,B08P3ML8DX,"Aufschraub-Winkel - Steckverbinder - Pneumatikverbinder - Push In (G1/2"" x 12mm)",IQSLF  1212,6,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,"7,98 €","0,00 €",1,0
B08P3NP5LD,B08P3MW55W,"Aufschraub-Winkel - Steckverbinder - Pneumatikverbinder - Push In (G3/8"" x 10mm)",IQSLF  3810,4,0,0.01%,0.00%,8,0,0.01%,0.00%,87.50%,0.00%,1,0,25.00%,0.00%,"3,25 €","0,00 €",1,0
